,judul,link
4825,[SALAH] Warga Dihimbau Tak Melintas di Depan Toko Spectra Dikarenakan Adanya ODP Akibat Virus Corona,https://turnbackhoax.id/2020/03/24/salah-warga-dihimbau-tak-melintas-di-depan-toko-spectra-dikarenakan-adanya-odp-akibat-virus-corona/
4826,[SALAH] Virus Corona Adalah Sejenis “Jamur Atau Mould”,https://turnbackhoax.id/2020/03/24/salah-virus-corona-adalah-sejenis-jamur-atau-mould/
4827,[SALAH] Pinjaman 2 Juta Untuk Pengemudi Gojek Agar Berdiam Diri di Rumah,https://turnbackhoax.id/2020/03/24/salah-pinjaman-2-juta-untuk-pengemudi-gojek-agar-berdiam-diri-di-rumah/
4828,[SALAH] “Kematian disebabkan COVID-19: Dibalut dalam bag”,https://turnbackhoax.id/2020/03/24/salah-kematian-disebabkan-covid-19-dibalut-dalam-bag/
4829,[FALSE] “Death due to #COVID19: Wrapped in a bag”,https://turnbackhoax.id/2020/03/24/false-death-due-to-covid19-wrapped-in-a-bag/
4830,[SALAH] Foto “Presiden Italia menangis karena tak cukup lahan untuk mengubur 700an korban corona per hari”,https://turnbackhoax.id/2020/03/24/salah-foto-presiden-italia-menangis-karena-tak-cukup-lahan-untuk-mengubur-700an-korban-corona-per-hari/
4831,[SALAH] “Bawang merah yang dikupas bisa menyedot dan membunuh virus dan kuman”,https://turnbackhoax.id/2020/03/23/salah-bawang-merah-yang-dikupas-bisa-menyedot-dan-membunuh-virus-dan-kuman/
4832,[FALSE] Photo of “Friday prayers in Gaza today”,https://turnbackhoax.id/2020/03/23/false-photo-of-friday-prayers-in-gaza-today/
4833,[SALAH] Foto “Salat Jumat di Gaza hari ini”,https://turnbackhoax.id/2020/03/23/salah-foto-salat-jumat-di-gaza-hari-ini/
4834,"[SALAH] RS Premier Bintaro di-Lockdown, 19 Tenaga Medis Positif COVID-19",https://turnbackhoax.id/2020/03/23/salah-rs-premier-bintaro-di-lockdown-19-tenaga-medis-positif-covid-19/
4835,[SALAH] “Pasar-Pasar Tradisional di Tanjung Karang & Teluk Betung Mulai Besok Ada yang Tutup 3 Hari SD 5 Hari”,https://turnbackhoax.id/2020/03/23/salah-pasar-pasar-tradisional-di-tanjung-karang-teluk-betung-mulai-besok-ada-yang-tutup-3-hari-sd-5-hari/
4836,[SALAH] Ratusan Warga China yang Menetap di Indonesia Menuju Singapura karena Virus Corona,https://turnbackhoax.id/2020/03/23/salah-ratusan-warga-china-yang-menetap-di-indonesia-menuju-singapura-karena-virus-corona/
4837,[SALAH] Tulisan “TO:FRONT PEMBELA ISLAM” di Foto Paket Bantuan COVID-19 Tiongkok,https://turnbackhoax.id/2020/03/23/salah-tulisan-tofront-pembela-islam-di-foto-paket-bantuan-covid-19-tiongkok/
4838,[SALAH] Foto Perempuan Muslim Uighur yang Dizalimi dan Doanya Memicu Azab Virus Corona,https://turnbackhoax.id/2020/03/22/salah-foto-perempuan-muslim-uighur-yang-dizalimi-dan-doanya-memicu-azab-virus-corona/
4839,[SALAH] Video “KELUYURAN DILUAR RUMAH? DI MALAYSIA DITEMBAK API PAKAI DRONE”,https://turnbackhoax.id/2020/03/22/salah-video-keluyuran-diluar-rumah-di-malaysia-ditembak-api-pakai-drone/
4840,"[SALAH] “Mantap cara presiden Vladimir Putin, dengan menyebar hewan buas supaya warganya tidak keluar rumah”",https://turnbackhoax.id/2020/03/22/salah-mantap-cara-presiden-vladimir-putin-dengan-menyebar-hewan-buas-supaya-warganya-tidak-keluar-rumah/
4841,[SALAH] “akan ada penyemprotan racun untuk virus corona dari malaysia dan singapore melalui udara”,https://turnbackhoax.id/2020/03/22/salah-akan-ada-penyemprotan-racun-untuk-virus-corona-dari-malaysia-dan-singapore-melalui-udara/
4842,[SALAH] 100 GB Gratis Ulang Tahun ke 21 Google,https://turnbackhoax.id/2020/03/22/salah-100-gb-gratis-ulang-tahun-ke-21-google/
4843,[SALAH] “Pasar Wameo dan Karya Nugraha di Tutup selama 1 minggu”,https://turnbackhoax.id/2020/03/22/salah-pasar-wameo-dan-karya-nugraha-di-tutup-selama-1-minggu/
4844,[SALAH] “Foto Presiden Joko Widodo WFH (Working From Home),https://turnbackhoax.id/2020/03/22/salah-foto-presiden-joko-widodo-wfh-working-from-home/
4845,[SALAH] “PDIP USUL KE PEMERINTAH AGAR PESANTREN DI TUTUP SELURUH INDONESIA”,https://turnbackhoax.id/2020/03/22/salah-pdip-usul-ke-pemerintah-agar-pesantren-di-tutup-seluruh-indonesia/
4846,[SALAH] Gambar Sampul Koran Tempo “Gotong Royong Melawan Virus Corona”,https://turnbackhoax.id/2020/03/22/salah-gambar-sampul-koran-tempo-gotong-royong-melawan-virus-corona/
4847,[SALAH] Wapres Ma’ruf Amin Imbau Umat Islam Sholat Tobat agar Virus Corona Cepat Teratasi,https://turnbackhoax.id/2020/03/21/salah-wapres-maruf-amin-imbau-umat-islam-sholat-tobat-agar-virus-corona-cepat-teratasi/
4848,[SALAH] “DKI Jakarta mulai besok Lock down Warga di luar Jakarta tidak dibolehkan masuk kecuali ada izin polisi.”,https://turnbackhoax.id/2020/03/21/salah-dki-jakarta-mulai-besok-lock-down-warga-di-luar-jakarta-tidak-dibolehkan-masuk-kecuali-ada-izin-polisi/
4849,[SALAH] “Data Tol yang Ditutup Arah DKI Jakarta”,https://turnbackhoax.id/2020/03/21/salah-data-tol-yang-ditutup-arah-dki-jakarta/
4850,[SALAH] Foto “Keadaan kota kota di dunia saat Corona mendera datang. Jakarta paling beda…”,https://turnbackhoax.id/2020/03/21/salah-foto-keadaan-kota-kota-di-dunia-saat-corona-mendera-datang-jakarta-paling-beda/
4851,[SALAH] Poster Pageblug Sultan HB X Anjurkan Masak Sayur Lodeh 7 Warna,https://turnbackhoax.id/2020/03/21/salah-poster-pageblug-sultan-hb-x-anjurkan-masak-sayur-lodeh-7-warna/
4852,"[SALAH] Gara-Gara Virus Corona, TKA China Digaji 200 Juta Per Tahun",https://turnbackhoax.id/2020/03/21/salah-gara-gara-virus-corona-tka-china-digaji-200-juta-per-tahun/
4853,[BERITA] Update status WNA yang Meninggal di Atas Motor Positif COVID-19,https://turnbackhoax.id/2020/03/21/berita-update-status-wna-yang-meninggal-di-atas-motor-positif-covid-19/
4854,[SALAH] Video “Donald Trump Ke WC Lupa Matikan Mic”,https://turnbackhoax.id/2020/03/21/salah-video-donald-trump-ke-wc-lupa-matikan-mic/
4855,[BERITA] Perkembangan Chloroquine Untuk Obat COVID-19,https://turnbackhoax.id/2020/03/21/berita-perkembangan-chloroquine-untuk-obat-covid-19/
4856,[SALAH] Pemerintah Indonesia Berlakukan Lockdown per 20 Maret 2020,https://turnbackhoax.id/2020/03/20/salah-pemerintah-indonesia-berlakukan-lockdown-per-20-maret-2020/
4857,[SALAH] Pasar Kodya Cirebon Ditutup Mulai 20 Maret 2020,https://turnbackhoax.id/2020/03/20/salah-pasar-kodya-cirebon-ditutup-mulai-20-maret-2020/
4858,"[SALAH] Video “Sholat Jum’atan di China menjadi lautan manusia, orang Islam di Wuhan tidak Satupun yang kena virus corona”",https://turnbackhoax.id/2020/03/20/salah-video-sholat-jumatan-di-china-menjadi-lautan-manusia-orang-islam-di-wuhan-tidak-satupun-yang-kena-virus-corona/
4859,[SALAH] Pesan Berantai “BUBARNYA AGAMA By. Ahmad Mustofa Bisri”,https://turnbackhoax.id/2020/03/20/salah-pesan-berantai-bubarnya-agama-by-ahmad-mustofa-bisri/
4860,[SALAH] “Senjata Biologis! Video Ini Bukti Tentara AS Sebar Corona di Bus Wuhan”,https://turnbackhoax.id/2020/03/20/salah-senjata-biologis-video-ini-bukti-tentara-as-sebar-corona-di-bus-wuhan/
4861,"[SALAH] “DI WUHAN CINA KETIKA TERJADI VIRUS CORONA RAKYAT BERBONDONG2 KE MESJID, DI INDON RAKYAT DILARANG KE MESJID”",https://turnbackhoax.id/2020/03/20/salah-di-wuhan-cina-ketika-terjadi-virus-corona-rakyat-berbondong2-ke-mesjid-di-indon-rakyat-dilarang-ke-mesjid/
4862,[SALAH] “Ganja Mampu Menangkal Covid-19”,https://turnbackhoax.id/2020/03/20/salah-ganja-mampu-menangkal-covid-19/
4863,[SALAH] Jokowi Positif Corona,https://turnbackhoax.id/2020/03/20/salah-jokowi-positif-corona/
4864,"[SALAH] “Corona Mudah Diatasi Jika Saya Jadi Presiden CHINA, Camkan Itu”",https://turnbackhoax.id/2020/03/20/salah-corona-mudah-diatasi-jika-saya-jadi-presiden-china-camkan-itu/
4865,[SALAH] “WhatsApp: Hari jadi ke-9 DAPATKAN GRATIS 20 GB”,https://turnbackhoax.id/2020/03/19/salah-whatsapp-hari-jadi-ke-9-dapatkan-gratis-20-gb/
4866,"[SALAH] Video “Donald trump tiba2 tak sadarkan diri saat berpidato, dengernya dia udh trkena corona”",https://turnbackhoax.id/2020/03/19/salah-video-donald-trump-tiba2-tak-sadarkan-diri-saat-berpidato-dengernya-dia-udh-trkena-corona/
4867,"[SALAH] Penyemprotan Disinfektan DKI Jakarta Dimulai 19 Maret 2020, Warga Dihimbau Tak Melintas",https://turnbackhoax.id/2020/03/19/salah-penyemprotan-disinfektan-dki-jakarta-dimulai-19-maret-2020-warga-dihimau-tak-melintas/
4868,"[SALAH] Video “Innalillahi, @CommuterLine itu emang paling rawan penularannya”",https://turnbackhoax.id/2020/03/19/salah-video-innalillahi-commuterline-itu-emang-paling-rawan-penularannya/
4869,"[SALAH]”Di tanya soal virus corona korlap FPI: hanya imam besar kami yg punya penangkal virus corona,karna imam besar kami cucu nabi”",https://turnbackhoax.id/2020/03/19/salahdi-tanya-soal-virus-corona-korlap-fpi-hanya-imam-besar-kami-yg-punya-penangkal-virus-coronakarna-imam-besar-kami-cucu-nabi/
4870,[SALAH] Donald Trump Umumkan Roche Medical Company akan Meluncurkan Vaksin Covid19 Jutaan Dosis Minggu Depan,https://turnbackhoax.id/2020/03/19/salah-donald-trump-umumkan-roche-medical-company-akan-meluncurkan-vaksin-covid19-jutaan-dosis-minggu-depan/
4871,"[SALAH] Himbauan Penutupan TPU Akibat Virus Corona, Jenazah Diminta Diletakkan Terlebih Dahulu di Rumah",https://turnbackhoax.id/2020/03/19/salah-himbauan-penutupan-tpu-akibat-virus-corona-jenazah-diminta-diletakkan-terlebih-dahulu-di-rumah/
4872,[SALAH] “Novel Terbitan 1981 Ini Sudah Prediksi Kemunculan Corona di Wuhan”,https://turnbackhoax.id/2020/03/19/salah-novel-terbitan-1981-ini-sudah-prediksi-kemunculan-corona-di-wuhan/
4873,"[SALAH] “Corona sudah masuk ke TB telaga Bestari , pramugari lion air sdh terinfeksi dan saat ini di rawat di RS Annisa”",https://turnbackhoax.id/2020/03/18/salah-corona-sudah-masuk-ke-tb-telaga-bestari-pramugari-lion-air-sdh-terinfeksi-dan-saat-ini-di-rawat-di-rs-annisa/
4874,[SALAH] “ikan humanoid dengan tangan dan kaki ditangkap di Laut Cina Selatan”,https://turnbackhoax.id/2020/03/18/salah-ikan-humanoid-dengan-tangan-dan-kaki-ditangkap-di-laut-cina-selatan/
4875,[SALAH] “Coronavirus akan hancur dengan air”,https://turnbackhoax.id/2020/03/18/salah-coronavirus-akan-hancur-dengan-air/
4876,[SALAH] Dosen Kedokteran Gigi UI Meninggal Karena COVID-19,https://turnbackhoax.id/2020/03/18/salah-dosen-kedokteran-gigi-ui-meninggal-karena-covid-19/
4877,"[SALAH] Virus Corona Bukanlah Virus, Sinyal 5G yang Sebenarnya Membunuh Orang",https://turnbackhoax.id/2020/03/18/salah-virus-corona-bukanlah-virus-sinyal-5g-yang-sebenarnya-membunuh-orang/
4878,[SALAH] Video “Gara2 corona ada orang jatuh dari motor cuma di liatin”,https://turnbackhoax.id/2020/03/18/salah-video-gara2-corona-ada-orang-jatuh-dari-motor-cuma-di-liatin/
4879,"[SALAH] “Joko Widodo, Presiden Republik Indonesia, memberlakukan kerantina parsial terbatas”",https://turnbackhoax.id/2020/03/18/salah-joko-widodo-presiden-republik-indonesia-memberlakukan-kerantina-parsial-terbatas/
4880,[SALAH] Foto “1 korban dlm pengawasan Covid-19 di RS wahidin mks setelah bersalaman dgn Menhub Budi Karya”,https://turnbackhoax.id/2020/03/18/salah-foto-1-korban-dlm-pengawasan-covid-19-di-rs-wahidin-mks-setelah-bersalaman-dgn-menhub-budi-karya/
4881,[SALAH] Suspect Corona Yang Melarikan Diri Dari RS Persahabatan Merupakan Driver Ojek Online,https://turnbackhoax.id/2020/03/17/salah-suspect-corona-yang-melarikan-diri-dari-rs-persahabatan-merupakan-driver-ojek-online/
4882,[SALAH] Video “ini di PGC evakuasi pasien COVID 19”,https://turnbackhoax.id/2020/03/17/salah-video-ini-di-pgc-evakuasi-pasien-covid-19/
4883,[SALAH] Minum Banyak Air dan Berkumur dengan Air Hangat & Garam atau Cuka Dapat Menghilangkan Virus Corona Saat di Tenggorokan,https://turnbackhoax.id/2020/03/17/salah-minum-banyak-air-dan-berkumur-dengan-air-hangat-garam-atau-cuka-dapat-menghilangkan-virus-corona-saat-di-tenggorokan/
4884,[SALAH] Mahasiswa UNY Positif Corona,https://turnbackhoax.id/2020/03/17/salah-mahasiswa-uny-positif-corona/
4885,"[SALAH] “Pandemi Corona, Anies Baswedan : Universitas di Jakarta Diliburkan, Kecuali Universitas Pancasila”",https://turnbackhoax.id/2020/03/17/salah-pandemi-corona-anies-baswedan-universitas-di-jakarta-diliburkan-kecuali-universitas-pancasila/
4886,"[SALAH] Mengonsumsi Pisang Dalam Sehari, Membuat Virus Corona Pergi",https://turnbackhoax.id/2020/03/17/salah-mengkonsumsi-pisang-dalam-sehari-membuat-virus-corona-pergi/
4887,"[SALAH] Anjuran Mantan Menkes, Jemur Uang di Bawah Sinar Matahari Selama 30 Menit Bisa Cegah Penularan",https://turnbackhoax.id/2020/03/17/salah-anjuran-mantan-menkes-jemur-uang-di-bawah-sinar-matahari-selama-30-menit-bisa-cegah-penularan/
4888,[SALAH] Satu Pasien Pertama Suspect Corona Terdeteksi di Atambua,https://turnbackhoax.id/2020/03/17/salah-satu-pasien-pertama-suspect-corona-terdeteksi-di-atambua/
4889,"[SALAH] “Satu lagi Mentri Kabinet Jokowi Positif terpapar COVID-19, Menteri Nadien Dinyatakan Positif Virus Corona, Jalani Isolasi Secara Mandiri”",https://turnbackhoax.id/2020/03/17/salah-satu-lagi-mentri-kabinet-jokowi-positif-terpapar-covid-19-menteri-nadien-dinyatakan-positif-virus-corona-jalani-isolasi-secara-mandiri/
4890,[SALAH] “Chloroquine (Obat Malaria Klorokuin) bisa menyembuhkan covid-19”,https://turnbackhoax.id/2020/03/17/salah-chloroquine-obat-malaria-klorokuin-bisa-menyembuhkan-covid-19/
4891,[SALAH] Surat Edaran Walikota Palembang Soal Virus Corona,https://turnbackhoax.id/2020/03/17/salah-surat-edaran-walikota-palembang-soal-virus-corona/
4892,"[SALAH] “Antisipasi Corona, Seluruh BUMN DKI Ditutup”",https://turnbackhoax.id/2020/03/17/salah-antisipasi-corona-seluruh-bumn-dki-ditutup/
4893,[SALAH] Christiano Ronaldo Ubah Hotelnya Jadi RS Corona,https://turnbackhoax.id/2020/03/17/salah-christiano-ronaldo-ubah-hotelnya-jadi-rs-corona/
4894,"[SALAH] Jokowi Nyatakan “JANGAN KELUAR RUMAH, KALO BOSAN NONTON DRAKOR SAJA”",https://turnbackhoax.id/2020/03/17/salah-jokowi-nyatakan-jangan-keluar-rumah-kalo-bosan-nonton-drakor-saja/
4895,[SALAH] “China Akui Dokter Palestina Penemu Vaksin Corona yang Terbukti Ampuh 100 Persen”,https://turnbackhoax.id/2020/03/16/salah-china-akui-dokter-palestina-penemu-vaksin-corona-yang-terbukti-ampuh-100-persen/
4896,"[SALAH] Foto “Di suruh diam di rumah 14 hari malah sibuk jalan2, bukan cuma jalan2 tapi bilang liburann lagii”",https://turnbackhoax.id/2020/03/16/salah-foto-di-suruh-diam-di-rumah-14-hari-malah-sibuk-jalan2-bukan-cuma-jalan2-tapi-bilang-liburann-lagii/
4897,[SALAH] COVID-19 Sudah Sampai Purwakarta,https://turnbackhoax.id/2020/03/16/salah-covid-19-sudah-sampai-purwakarta/
4898,"[BERITA] 49 WN Tiongkok yang Masuk ke Sultra Ternyata Orang Baru, Bukan Pekerja Lama",https://turnbackhoax.id/2020/03/16/berita-49-wn-tiongkok-yang-masuk-ke-sultra-ternyata-orang-baru-bukan-pekerja-lama/
4899,[SALAH] “Dua orang Terinfeksi Virus Corona Di Parepare”,https://turnbackhoax.id/2020/03/16/salah-dua-orang-terinfeksi-virus-corona-di-parepare/
4900,[FALSE] “Alcohol kill coronavirus”,https://turnbackhoax.id/2020/03/16/false-alcohol-kill-coronavirus/
4901,[SALAH] “Alkohol Bisa Membunuh Coronavirus Covid-19”,https://turnbackhoax.id/2020/03/16/salah-alkohol-bisa-membunuh-coronavirus-covid-19/
4902,[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 7-13 Maret 2020,https://turnbackhoax.id/2020/03/16/top-5-topik-teratas-periksa-fakta-mafindo-periode-7-13-maret-2020/
4903,"[SALAH] “orang karangturi,balak cawas,sudah tertular virus corona”",https://turnbackhoax.id/2020/03/16/salah-orang-karangturibalak-cawassudah-tertular-virus-corona/
4904,[SALAH] Ditemukannya Virus Corona atau COVID-19 di Tisu Toilet,https://turnbackhoax.id/2020/03/16/salah-ditemukannya-virus-corona-atau-covid-19-di-tisu-toilet/
4905,[SALAH] “PASAR TANAH ABANG DI TUTUP SEMENTARA”,https://turnbackhoax.id/2020/03/16/salah-pasar-tanah-abang-di-tutup-sementara/
4906,"[SALAH] “Corona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan Dan akan di ajukan oleh pihak Grab untuk memberi insetif 200rb per hari.”",https://turnbackhoax.id/2020/03/16/salah-corona-mewabah-gubernur-ganjar-liburkan-driver-grab-grobogan-dan-akan-di-ajukan-oleh-pihak-grab-untuk-memberi-insetif-200rb-per-hari/
4907,[BERITA] Update Status Terkait Penutupan Beberapa Destinasi Wisata di DIY,https://turnbackhoax.id/2020/03/16/berita-update-status-terkait-penutupan-beberapa-destinasi-wisata-di-diy/
4908,"[SALAH] “Sudah mau dimulai lockdown perwilayah, Lockdown Di Bali tanggal 25 maret 2020”",https://turnbackhoax.id/2020/03/16/salah-sudah-mau-dimulai-lockdown-perwilayah-lockdown-di-bali-tanggal-25-maret-2020/
4909,[SALAH] Kapal Rute Banda Aceh Sabang Distop Karena Virus Corona,https://turnbackhoax.id/2020/03/16/salah-kapal-rute-banda-aceh-sabang-distop-karena-virus-corona/
4910,[SALAH] “Destinasi Wisata Jogja Tertutup dari Tgl 16-31 Maret”,https://turnbackhoax.id/2020/03/16/salah-destinasi-wisata-jogja-tertutup-dari-tgl-16-31-maret/
4911,[SALAH] “Hasil Pemeriksaan Presiden Jokowi Positif Virus Corona”,https://turnbackhoax.id/2020/03/16/salah-hasil-pemeriksaan-presiden-jokowi-positif-virus-corona/
4912,[SALAH] “suspect coronavirus ditemukan di salah satu terapis spa Hotel Goldenhands kelapa gading”,https://turnbackhoax.id/2020/03/16/salah-suspect-coronavirus-ditemukan-di-salah-satu-terapis-spa-hotel-goldenhands-kelapa-gading/
4913,[SALAH] Jokowi Nyatakan Indonesia Di-Lockdown,https://turnbackhoax.id/2020/03/16/salah-jokowi-nyatakan-indonesia-di-lockdown/
4914,[SALAH] “Bule ini kena corona lokasi di Bali”,https://turnbackhoax.id/2020/03/16/salah-bule-ini-kena-corona-lokasi-di-bali/
4915,[BERITA] Perubahan Status Positif Corona Pegawai Telkom yang Meninggal di RS Cianjur,https://turnbackhoax.id/2020/03/16/berita-perubahan-status-positif-corona-pegawai-telkom-yang-meninggal-di-rs-cianjur/
4916,[SALAH] Video “Jokowi biarkan TKA CHINA yg datang dari PUSAT WABAH CORONA utk masuk & tinggal di Indonesia”,https://turnbackhoax.id/2020/03/16/salah-video-jokowi-biarkan-tka-china-yg-datang-dari-pusat-wabah-corona-utk-masuk-tinggal-di-indonesia/
4917,"[SALAH] Foto Jokowi Duduk Bersebelahan dengan Menhub Budi Karya, Disebut “UDAH PAHAM DONK KORBAN SELANJUTNYA”",https://turnbackhoax.id/2020/03/15/salah-foto-jokowi-duduk-bersebelahan-dengan-menhub-budi-karya-disebut-udah-paham-donk-korban-selanjutnya/
4918,[EDUKASI] WHO: “T&J tentang coronavirus (COVID-19)”,https://turnbackhoax.id/2020/03/15/edukasi-who-tj-tentang-coronavirus-covid-19/
4919,[SALAH] “Profesor Chen Horin mengatakan Lemon panas dapat membunuh sel kanker”,https://turnbackhoax.id/2020/03/15/salah-profesor-chen-horin-mengatakan-lemon-panas-dapat-membunuh-sel-kanker/
4920,[BERITA] Kemendagri Bantah Tito Karnavian Terjangkit Covid-19,https://turnbackhoax.id/2020/03/15/berita-kemendagri-bantah-tito-karnavian-terjangkit-covid-19/
4921,[SALAH] “katanya Ada korban virus Corona di PIK”,https://turnbackhoax.id/2020/03/15/salah-katanya-ada-korban-virus-corona-di-pik/
4922,[BERITA] Pemkot Depok Batalkan Acara Olahraga #DepokAman,https://turnbackhoax.id/2020/03/14/berita-pemkot-depok-batalkan-acara-olahraga-depokaman/
4923,"[FALSE] “Queensland, Australia: Actor Tom Hanks has died at the age of 63.”",https://turnbackhoax.id/2020/03/14/false-queensland-australia-actor-tom-hanks-has-died-at-the-age-of-63/
4924,"[SALAH] “Queensland, Australia: Aktor Tom Hanks telah meninggal pada usia 63.”",https://turnbackhoax.id/2020/03/14/salah-queensland-australia-aktor-tom-hanks-telah-meninggal-pada-usia-63/
4925,[BERITA] Malware “AZORult” di Aplikasi Palsu Peta Sebaran COVID-19,https://turnbackhoax.id/2020/03/14/berita-malware-azorult-di-aplikasi-palsu-peta-sebaran-covid-19/
4926,[SALAH] “Satu pasien virus corona dr Badau otw dirujuk ke rumah sakit rujukan Sintang”,https://turnbackhoax.id/2020/03/14/salah-satu-pasien-virus-corona-dr-badau-otw-dirujuk-ke-rumah-sakit-rujukan-sintang/
4927,[SALAH] Video Ibadah Gereja di Riau Diganggu Warga Setempat,https://turnbackhoax.id/2020/03/14/salah-video-ibadah-gereja-di-riau-diganggu-warga-setempat/
4928,[ACARA] Populi Center & Smart FM | Perspektif Indonesia: “Langkah Antisipasi Pandemik Corona”,https://turnbackhoax.id/2020/03/14/acara-populi-center-smart-fm-perspektif-indonesia-langkah-antisipasi-pandemik-corona/
4929,[EDUKASI] WHO: “Saran penyakit Coronavirus (COVID-19) untuk umum: membantah Mitos”,https://turnbackhoax.id/2020/03/14/edukasi-who-saran-penyakit-coronavirus-covid-19-untuk-umum-membantah-mitos/
4930,[SALAH] “the Simpsons 1993 memprediksi Corona virus dari China”,https://turnbackhoax.id/2020/03/14/salah-the-simpsons-1993-memprediksi-corona-virus-dari-china/
4931,[SALAH] Video “Setelah 10 tahun mati di tembak jenazah pejuang syahid Imam Samudera masih segar”,https://turnbackhoax.id/2020/03/13/salah-video-setelah-10-tahun-mati-di-tembak-jenazah-pejuang-syahid-imam-samudera-masih-segar/
4932,"[SALAH] “jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19”",https://turnbackhoax.id/2020/03/13/salah-jangan-ke-kokas-dulu-ya-mall-di-lockdown-karena-salah-satu-staff-diatas-ada-yang-suspect-covid-19/
4933,[SALAH] Kokain Membunuh Coronavirus,https://turnbackhoax.id/2020/03/13/salah-kokain-membunuh-coronavirus/
4934,[SALAH] “cuma pengen viralin biar dikasih efek jera”,https://turnbackhoax.id/2020/03/13/salah-cuma-pengen-viralin-biar-dikasih-efek-jera/
4935,[SALAH] KKN Jokowi dan UGM,https://turnbackhoax.id/2020/03/13/salah-kkn-jokowi-dan-ugm/
4936,[SALAH] Suntingan Video “Planet Nibiru”,https://turnbackhoax.id/2020/03/12/salah-suntingan-video-planet-nibiru/
4937,[FALSE] “Alcoholic drinks can reduce the risk of infection from a coronavirus novel; COVID-19 “,https://turnbackhoax.id/2020/03/12/false-alcoholic-drinks-can-reduce-the-risk-of-infection-from-a-coronavirus-novel-covid-19/
4938,[SALAH] “minuman beralkohol bisa mengurangi risiko infeksi dari novel coronavirus; COVID-19”,https://turnbackhoax.id/2020/03/12/salah-minuman-beralkohol-bisa-mengurangi-risiko-infeksi-dari-novel-coronavirus-covid-19/
4939,[SALAH] Politisi India: “Urin dan Kotoran Sapi Jadi Obat Virus Corona”,https://turnbackhoax.id/2020/03/12/salah-politisi-india-sarankan-urin-dan-kotoran-sapi-jadi-obat-virus-corona/
4940,[SALAH] Arahan Gubernur DKI Terkait Himbauan Covid-19,https://turnbackhoax.id/2020/03/12/salah-arahan-gubernur-dki-terkait-himbauan-covid-19/
4941,[FALSE] “extremist act against the minority people” Video,https://turnbackhoax.id/2020/03/12/false-extremist-act-against-the-minority-people-video/
4942,[SALAH] Video “Penyiksan terhadap muslim India trus terjadi”,https://turnbackhoax.id/2020/03/12/salah-video-penyiksan-terhadap-muslim-india-trus-terjadi/
4943,[SALAH] Pemeriksaan Air Liur Di Bandara Changi,https://turnbackhoax.id/2020/03/12/salah-pemeriksaan-air-liur-di-bandara-changi/
4944,[SALAH] “Info Terkini : kudus sudah ada 2 org pasien Virus corona”,https://turnbackhoax.id/2020/03/12/salah-info-terkini-kudus-sudah-ada-2-org-pasien-virus-corona/
4945,[SALAH] “Ahok Putra Terta*k Bangsa”,https://turnbackhoax.id/2020/03/12/salah-ahok-putra-tertak-bangsa/
4946,[SALAH] “Bentuk virus corona setelah diperbesar 2600x”,https://turnbackhoax.id/2020/03/12/salah-bentuk-virus-corona-setelah-diperbesar-2600x/
4947,[SALAH] “Corona mengganas sudah 25 pasien di Bali wafat”,https://turnbackhoax.id/2020/03/12/salah-corona-mengganas-sudah-25-pasien-di-bali-wafat/
4948,[SALAH] Area Kantor Nokia di Menara Mulia Dibersihkan Setelah Ada Karyawan Meninggal,https://turnbackhoax.id/2020/03/12/salah-area-kantor-nokia-di-menara-mulia-dibersihkan-setelah-ada-karyawan-meninggal/
4949,[SALAH] Daniel Radcliffe Positiv Terinfeksi Corona Covid-19,https://turnbackhoax.id/2020/03/12/salah-daniel-radcliffe-positiv-terinfeksi-corona-covid-19/
4950,[SALAH] Foto ” Mahfud MD Mengaku Mirip Ashraf Ingin Nikahi BCL”,https://turnbackhoax.id/2020/03/12/salah-foto-mahfud-md-mengaku-mirip-ashraf-ingin-nikahi-bcl/
4951,[SALAH] “Setelah tahu orang-orang Uyghur tidak tertular corona orang-orang di china berebut mendapatkan Alquran”,https://turnbackhoax.id/2020/03/11/salah-setelah-tahu-orang-orang-uyghur-tidak-tertular-corona-orang-orang-di-china-berebut-mendapatkan-alquran/
4952,[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 29 Februari – 6 Maret 2020,https://turnbackhoax.id/2020/03/11/top-5-topik-teratas-periksa-fakta-mafindo-periode-29-februari-6-maret-2020/
4953,[SALAH] Said Aqil Disebut “Jadi Humas Pemerintah China”,https://turnbackhoax.id/2020/03/11/salah-said-aqil-disebut-jadi-humas-pemerintah-china/
4954,"[SALAH] “Penculikan anak remaja, diambil organnya & mayatnya setelah dijahit dibuang kekali depan Season City”",https://turnbackhoax.id/2020/03/11/salah-penculikan-anak-remaja-diambil-organnya-mayatnya-setelah-dijahit-dibuang-kekali-depan-season-city/
4955,"[SALAH] Negara Sudah Bangkrut, KK dan Akte Dicetak di Kertas HVS",https://turnbackhoax.id/2020/03/11/salah-negara-sudah-bangkrut-kk-dan-akte-dicetak-di-kertas-hvs/
4956,[SALAH] Video Angin Puting Beliung Menerjang Sukabumi,https://turnbackhoax.id/2020/03/11/salah-video-angin-puting-beliung-menerjang-sukabumi/
